Chromosome	WindowPosition	MethProp
Chr01	1625000	91.4986217457887
Chr01	1650000	91.0092978518756
Chr01	1675000	91.0429624879769
Chr01	1700000	90.8269918699187
Chr01	1725000	90.3866013071895
Chr01	1750000	90.560878243513
Chr01	1775000	87.3037399510661
Chr01	1800000	87.4415193681835
Chr01	1825000	88.3445736434109
Chr01	1850000	87.7920389926889
Chr01	1875000	91.0866384289565
Chr01	1900000	91.4104089219331
Chr01	1925000	90.5785454545454
Chr01	1950000	90.920054663478
Chr01	1975000	91.288961038961
Chr01	2000000	90.6533333333333
Chr01	2025000	90.6803594351733
Chr01	2050000	89.7728716645489
Chr01	2075000	88.2194848824188
Chr01	2100000	89.0227358848048
Chr01	2125000	89.5440643863179
Chr01	2150000	90.3853476821192
Chr01	2175000	89.5304091411721
Chr01	2200000	88.4409056024559
Chr01	2225000	88.5490628445424
Chr01	2250000	88.9932624113475
Chr01	2275000	90.7799174690509
Chr01	2300000	90.5029959003469
Chr01	2325000	90.3335477645545
Chr01	2350000	90.1040257648953
Chr01	2375000	89.5227120908484
Chr01	2400000	90.8471805138472
Chr01	2425000	90.5480485405051
Chr01	2450000	90.6043743969122
Chr01	2475000	89.3761858030749
Chr01	2500000	86.9521367521368
Chr01	2525000	86.1367282874084
Chr01	2550000	83.9510219822599
Chr01	2575000	83.1807788495891
Chr01	2600000	85.7550255536627
Chr01	2625000	86.7712333224862
Chr01	2650000	87.4907834101382
Chr01	2675000	90.0522366522367
Chr01	2700000	89.7016981736623
Chr01	2725000	89.4536661466459
Chr01	2750000	89.8724066390042
Chr01	2775000	89.9543821839081
Chr01	2800000	88.7193220338983
Chr01	2825000	89.4613200851668
Chr01	2850000	90.2200538358008
Chr01	2875000	90.4311802502536
Chr01	2900000	90.2891606080635
Chr01	2925000	86.418873048201
Chr01	2950000	85.954179783141
Chr01	2975000	82.0657748049052
Chr01	3000000	81.7913446676971
Chr01	3025000	85.4280674245394
Chr01	3050000	84.258872651357
Chr01	3075000	85.179507866075
Chr01	3100000	84.9810465595385
Chr01	3125000	84.3121314237574
Chr01	3150000	83.7129516849371
Chr01	3175000	86.2860447185813
Chr01	3200000	85.1567970204842
Chr01	3225000	84.5016322089227
Chr01	3250000	84.5379723157501
Chr01	3275000	82.8708812260536
Chr01	3300000	85.4062620796289
Chr01	3325000	87.5768115942029
Chr01	3350000	88.7281456953642
Chr01	3375000	90.3075409836066
Chr01	3400000	90.7852391510928
Chr01	3425000	90.8645569620253
Chr01	3450000	91.0296495956873
Chr01	3475000	91.390587427001
Chr01	3500000	90.8828828828829
Chr01	3525000	90.6368653421634
Chr01	3550000	90.6145024047355
Chr01	3575000	90.4663820704376
Chr01	3600000	90.813025210084
Chr01	3625000	90.4351311953353
Chr01	3650000	89.4871252204586
Chr01	3675000	88.7519970951344
Chr01	3700000	85.3861275964392
Chr01	3725000	85.8187092095721
Chr01	3750000	86.4837340876945
Chr01	3775000	87.5660060463554
Chr01	3800000	89.310298102981
Chr01	3825000	89.1690093708166
Chr01	3850000	89.4702778754836
Chr01	3875000	89.1479514415781
Chr01	3900000	89.9250965250965
Chr01	3925000	89.6691522762951
Chr01	3950000	90.064116575592
Chr01	3975000	90.2217376719222
Chr01	4000000	90.3470062851472
Chr01	4025000	90.1918661856346
Chr01	4050000	90.0961152042867
Chr01	4075000	90.0025125628141
Chr01	4100000	90.4615654615655
Chr01	4125000	90.8969491525424
Chr01	4150000	90.9595858383434
Chr01	4175000	90.3216571236106
Chr01	4200000	89.6359305886356
Chr01	4225000	90.1210101718695
Chr01	4250000	89.6834813499112
Chr01	4275000	89.790990990991
Chr01	4300000	90.3215350223547
Chr01	4325000	87.7450393111194
Chr01	4350000	88.6232394366197
Chr01	4375000	87.9196015652793
Chr01	4400000	88.0759450171821
Chr01	4425000	88.3503727369542
Chr01	4450000	83.194976076555
Chr01	4475000	85.2175
Chr01	4500000	85.784796945505
Chr01	4525000	88.2797542043984
Chr01	4550000	91.8585795097423
Chr01	4575000	92.0631711939356
Chr01	4600000	91.3845909955612
Chr01	4625000	88.1068989071038
Chr01	4650000	87.9193271541366
Chr01	4675000	86.7420345489443
Chr01	4700000	87.2718594883543
Chr01	4725000	90.3674074074074
Chr01	4750000	90.4507790368272
Chr01	4775000	89.9191295875284
Chr01	4800000	88.4383934649421
Chr01	4825000	87.421875
Chr01	4850000	87.2614449213162
Chr01	4875000	88.4206705841687
Chr01	4900000	85.8074074074074
Chr01	4925000	87.2893631910427
Chr01	4950000	87.5168979011028
Chr01	4975000	85.9505432746347
Chr01	5000000	90.6140059741122
Chr01	5025000	90.5226446280992
Chr01	5050000	89.093223254214
Chr01	5075000	90.4731039091213
Chr01	5100000	90.0655737704918
Chr01	5125000	87.4448252227553
Chr01	5150000	88.7294944760629
Chr01	5175000	89.0172014555078
Chr01	5200000	89.3112956810631
Chr01	5225000	90.4583624912526
Chr01	5250000	89.543991416309
Chr01	5275000	89.1464
Chr01	5300000	88.8331936295054
Chr01	5325000	90.1058873358746
Chr01	5350000	90.5723533891851
Chr01	5375000	90.7519656897784
Chr01	5400000	90.8661844484629
Chr01	5425000	87.2818867924528
Chr01	5450000	87.786859601095
Chr01	5475000	87.7489571482746
Chr01	5500000	87.4153678869155
Chr01	5525000	90.7284876140808
Chr01	5550000	90.9429657794677
Chr01	5575000	90.7234327857861
Chr01	5600000	90.9583752937227
Chr01	5625000	91.4336372847011
Chr01	5650000	91.0290412876137
Chr01	5675000	89.078403920196
Chr01	5700000	87.5655976676385
Chr01	5725000	82.5939028980053
Chr01	5750000	80.1758540372671
Chr01	5775000	82.2811550151976
Chr01	5800000	84.1692913385827
Chr01	5825000	88.4210909090909
Chr01	5850000	90.181143281366
Chr01	5875000	90.578431372549
Chr01	5900000	89.857089966679
Chr01	5925000	90.1041814316088
Chr01	5950000	90.6856073494386
Chr01	5975000	90.3400272294078
Chr01	6000000	90.922462562396
Chr01	6025000	90.621964479884
Chr01	6050000	90.1358574610245
Chr01	6075000	90.6903941829315
Chr01	6100000	89.6447925486875
Chr01	6125000	89.3825983313468
Chr01	6150000	88.0150554675119
Chr01	6175000	88.1153250773994
Chr01	6200000	89.3988881167477
Chr01	6225000	89.2152108933909
Chr01	6250000	91.16416
Chr01	6275000	90.9016393442623
Chr01	6300000	88.8647426981919
Chr01	6325000	88.962596259626
Chr01	6350000	87.9067894131185
Chr01	6375000	86.0070686070686
Chr01	6400000	88.1723862729449
Chr01	6425000	89.4565857247976
Chr01	6450000	90.3737997256516
Chr01	6475000	90.4490553306343
Chr01	6500000	89.7580222658808
Chr01	6525000	89.2359972677596
Chr01	6550000	86.5421909696521
Chr01	6575000	86.5158371040724
Chr01	6600000	88.108703374778
Chr01	6625000	87.590066716086
Chr01	6650000	89.9728148657949
Chr01	6675000	90.7546357615894
Chr01	6700000	89.7801268498943
Chr01	6725000	89.8117394416607
Chr01	6750000	88.3924406915963
Chr01	6775000	86.6876691148048
Chr01	6800000	86.0120637656183
Chr01	6825000	86.4195475885617
Chr01	6850000	84.7801227935533
Chr01	6875000	85.8555869302138
Chr01	6900000	86.7391304347826
Chr01	6925000	87.0430183356841
Chr01	6950000	90.213719407101
Chr01	6975000	90.4381084840056
Chr01	7000000	90.3754022166607
Chr01	7025000	88.8702821546354
Chr01	7050000	88.8741794310722
Chr01	7075000	88.9532677442024
Chr01	7100000	89.1518494484101
Chr01	7125000	89.7650897226754
Chr01	7150000	88.8827201051248
Chr01	7175000	87.8623313732273
Chr01	7200000	88.0032188841202
Chr01	7225000	89.0063197026022
Chr01	7250000	88.3657705414616
Chr01	7275000	89.5325536062378
Chr01	7300000	89.5304578130912
Chr01	7325000	89.3944444444444
Chr01	7350000	90.7560975609756
Chr01	7375000	90.8024179620035
Chr01	7400000	91.0024424284717
Chr01	7425000	90.8163471241171
Chr01	7450000	89.3510494245091
Chr01	7475000	89.3971458405848
Chr01	7500000	88.373140022892
Chr01	7525000	88.5690968443961
Chr01	7550000	89.853386167147
Chr01	7575000	88.5364166059723
Chr01	7600000	89.877070907886
Chr01	7625000	89.8283926218709
Chr01	7650000	89.6201680672269
Chr01	7675000	91.1199220019499
Chr01	7700000	90.5688405797101
Chr01	7725000	86.3317500913409
Chr01	7750000	85.5471039776692
Chr01	7775000	84.9943060498221
Chr01	7800000	85.598883850715
Chr01	7825000	89.7112810707457
Chr01	7850000	90.5502784146741
Chr01	7875000	91.06752
Chr01	7900000	90.7350284376046
Chr01	7925000	91.0134030728996
Chr01	7950000	89.9777632439503
Chr01	7975000	89.9318255250404
Chr01	8000000	89.9077066500932
Chr01	8025000	88.9707955689829
Chr01	8050000	90.5531135531135
Chr01	8075000	90.9272537417334
Chr01	8100000	91.1324334184604
Chr01	8125000	90.1752650176678
Chr01	8150000	88.0418963616318
Chr01	8175000	87.5097894347987
Chr01	8200000	87.3803464121598
Chr01	8225000	89.1929763560501
Chr01	8250000	91.2965792095649
Chr01	8275000	91.1250822909809
Chr01	8300000	89.7981859410431
Chr01	8325000	89.1464945936519
Chr01	8350000	88.6296952515946
Chr01	8375000	88.6928890415665
Chr01	8400000	90.4427753934192
Chr01	8425000	88.7544112351458
Chr01	8450000	87.6169985775249
Chr01	8475000	88.1506352087114
Chr01	8500000	88.6092644978784
Chr01	8525000	90.5136452241715
Chr01	8550000	92.0128289473684
Chr01	8575000	92.0031007751938
Chr01	8600000	88.3936170212766
Chr01	8625000	88.3165236051502
Chr01	8650000	86.3491669620702
Chr01	8675000	85.5772389518968
Chr01	8700000	89.3484129879606
Chr01	8725000	87.4460662157351
Chr01	8750000	87.0777202072539
Chr01	8775000	86.6794697484704
Chr01	8800000	86.7783783783784
Chr01	8825000	88.4418453541261
Chr01	8850000	90.7335815842925
Chr01	8875000	90.6871471272003
Chr01	8900000	90.2585616438356
Chr01	8925000	89.3478863478863
Chr01	8950000	87.2835320417288
Chr01	8975000	87.2345447733233
Chr01	9000000	86.5796820473052
Chr01	9025000	87.9248006076719
Chr01	9050000	88.6046428571429
Chr01	9075000	87.8008915304606
Chr01	9100000	88.8881964809384
Chr01	9125000	87.184686417853
Chr01	9150000	88.8034156976744
Chr01	9175000	89.7186744908526
Chr01	9200000	89.2728790915164
Chr01	9225000	90.7141485275288
Chr01	9250000	89.5622317596567
Chr01	9275000	89.750921890714
Chr01	9300000	89.0837783711615
Chr01	9325000	88.8477601886157
Chr01	9350000	89.9976988823143
Chr01	9375000	90.3064304461942
Chr01	9400000	91.1043566362715
Chr01	9425000	90.3939501779359
Chr01	9450000	87.5449612403101
Chr01	9475000	87.6473044798785
Chr01	9500000	87.2650554675119
Chr01	9525000	88.2285163776493
Chr01	9550000	90.76186739898
Chr01	9575000	90.2361226180613
Chr01	9600000	87.7379182156134
Chr01	9625000	87.8975557153127
Chr01	9650000	88.720703125
Chr01	9675000	89.6485133020344
Chr01	9700000	92.2384245339748
Chr01	9725000	92.209002293578
Chr01	9750000	92.0675714698238
Chr01	9775000	91.392245012644
Chr01	9800000	90.3294727217312
Chr01	9825000	90.3998103666245
Chr01	9850000	89.9116619002224
Chr01	9875000	89.386932972241
Chr01	9900000	90.9455511288181
Chr01	9925000	90.8838015955602
Chr01	9950000	91.2573529411765
Chr01	9975000	91.813046402152
Chr01	10000000	91.0395596835225
Chr01	10025000	90.6652572233968
Chr01	10050000	90.1396705559369
Chr01	10075000	89.763492609144
Chr01	10100000	90.1780463900686
Chr01	10125000	87.2475548060708
Chr01	10150000	86.5897723030982
Chr01	10175000	82.9448640483384
Chr01	10200000	79.767987065481
Chr01	10225000	84.4873980726464
Chr01	10250000	84.5827389443652
Chr01	10275000	88.4478126076473
Chr01	10300000	91.1459459459459
Chr01	10325000	90.970440040309
Chr01	10350000	91.2271818787475
Chr01	10375000	91.4174163368118
Chr01	10400000	90.5937831155069
Chr01	10425000	89.5085195001893
Chr01	10450000	90.0728929384966
Chr01	10475000	89.4466793168881
Chr01	10500000	89.2277580071174
Chr01	10525000	89.7979294478528
Chr01	10550000	89.9362519201229
Chr01	10575000	90.4671532846715
Chr01	10600000	90.0953757225434
Chr01	10625000	90.8395484091687
Chr01	10650000	90.6101756954612
Chr01	10675000	89.6039761431412
Chr01	10700000	90.7720533728688
Chr01	10725000	86.8335913312693
Chr01	10750000	85.2771562612775
Chr01	10775000	86.7706964520368
Chr01	10800000	86.5241962774958
Chr01	10825000	89.7821267751992
Chr01	10850000	88.0352575181472
Chr01	10875000	86.9836363636364
Chr01	10900000	85.7491512636741
Chr01	10925000	85.4908491947291
Chr01	10950000	88.9007551240561
Chr01	10975000	89.5241477272727
Chr01	11000000	90.2693531283139
Chr01	11025000	90.6780796427242
Chr01	11050000	90.1086021505376
Chr01	11075000	86.411743119266
Chr01	11100000	86.9630671825536
Chr01	11125000	87.0295500335796
Chr01	11150000	87.7013888888889
Chr01	11175000	90.7824720670391
Chr01	11200000	88.2513148009016
Chr01	11225000	88.246674268339
Chr01	11250000	87.6192143134967
Chr01	11275000	85.1934615384615
Chr01	11300000	87.24
Chr01	11325000	86.3486370157819
Chr01	11350000	86.3167744130657
Chr01	11375000	88.9842001316656
Chr01	11400000	89.2433447098976
Chr01	11425000	89.8044882692962
Chr01	11450000	90.6145139813582
Chr01	11475000	88.647351581941
Chr01	11500000	83.9953654188948
Chr01	11525000	82.1903901734104
Chr01	11550000	79.957898957498
Chr01	11575000	82.2910868747649
Chr01	11600000	87.4939111747851
Chr01	11625000	89.3780170813219
Chr01	11650000	88.7526427061311
Chr01	11675000	89.3843728100911
Chr01	11700000	88.4849663954722
Chr01	11725000	88.8988691437803
Chr01	11750000	90.9031108230719
Chr01	11775000	89.1436931079324
Chr01	11800000	89.8670429601756
Chr01	11825000	89.919285478002
Chr01	11850000	89.634692513369
Chr01	11875000	91.3300542740841
Chr01	11900000	90.5436658612358
Chr01	11925000	90.5822563744324
Chr01	11950000	88.3806960889846
Chr01	11975000	86.5346239761728
Chr01	12000000	87.1222265472947
Chr01	12025000	86.7704724409449
Chr01	12050000	88.8581588305018
Chr01	12075000	89.757168784029
Chr01	12100000	89.6609235010338
Chr01	12125000	90.2654013690106
Chr01	12150000	90.6037900874636
Chr01	12175000	87.0877192982456
Chr01	12200000	87.2369260204082
Chr01	12225000	86.2297435897436
Chr01	12250000	84.2140825035562
Chr01	12275000	88.7719958918179
Chr01	12300000	88.1431459765467
Chr01	12325000	88.4504010130857
Chr01	12350000	89.9473225946887
Chr01	12375000	89.3503779457537
Chr01	12400000	88.1212244897959
Chr01	12425000	88.5746904024768
Chr01	12450000	88.6288962229556
Chr01	12475000	86.6254937163375
Chr01	12500000	88.3551277796216
Chr01	12525000	88.0726106045255
Chr01	12550000	87.7891522988506
Chr01	12575000	88.9675874769797
Chr01	12600000	89.357169599401
Chr01	12625000	88.5026495079485
Chr01	12650000	88.3834157474325
Chr01	12675000	88.8382739212008
Chr01	12700000	87.1725227003553
Chr01	12725000	88.3724
Chr01	12750000	89.4045454545455
Chr01	12775000	90.7922480620155
Chr01	12800000	92.0521672420407
Chr01	12825000	91.8521021021021
Chr01	12850000	91.9591218773656
Chr01	12875000	91.6442067736185
Chr01	12900000	91.8023296858454
Chr01	12925000	91.6290502793296
Chr01	12950000	91.4519879969993
Chr01	12975000	92.0715819613457
Chr01	13000000	91.0905069751616
Chr01	13025000	91.2090638438637
Chr01	13050000	91.4505351929938
Chr01	13075000	91.0147111589523
Chr01	13100000	91.5107183151561
Chr01	13125000	91.3730272596844
Chr01	13150000	91.294316898758
Chr01	13175000	91.5706442166911
Chr01	13200000	89.932
Chr01	13225000	89.0335255948089
Chr01	13250000	89.0345715336521
Chr01	13275000	87.4804469273743
Chr01	13300000	88.2523474178404
Chr01	13325000	89.0197044334975
Chr01	13350000	88.1613733905579
Chr01	13375000	88.1214256112723
Chr01	13400000	89.6966666666667
Chr01	13425000	86.5886287625418
Chr01	13450000	87.8739023533544
Chr01	13475000	89.7336561743341
Chr01	13500000	89.7952866690116
Chr01	13525000	91.8978919631094
Chr01	13550000	91.7133757961783
Chr01	13575000	90.5480838756327
Chr01	13600000	89.8728216536893
Chr01	13625000	90.3186086956522
Chr01	13650000	88.4968386023294
Chr01	13675000	88.8689984101749
Chr01	13700000	89.0841361592807
Chr01	13725000	89.3722387075503
Chr01	13750000	87.74177746676
Chr01	13775000	86.0953535353535
Chr01	13800000	86.3252220934724
Chr01	13825000	86.7601518026566
Chr01	13850000	90.1059506531205
Chr01	13875000	91.0627141877999
Chr01	13900000	90.8570948217888
Chr01	13925000	90.2615283267457
Chr01	13950000	90.4666877170824
Chr01	13975000	90.7959245742093
Chr01	14000000	91.2017490952955
Chr01	14025000	91.2946936197094
Chr01	14050000	91.5838035180883
Chr01	14075000	91.6196105702364
Chr01	14100000	91.2886745266166
Chr01	14125000	91.3987618353969
Chr01	14150000	89.7013513513513
Chr01	14175000	88.1824583866837
Chr01	14200000	86.7807276302852
Chr01	14225000	87.4248466257669
Chr01	14250000	88.6561344537815
Chr01	14275000	89.3146394756009
Chr01	14300000	89.4640327991055
Chr01	14325000	89.3918867202449
Chr01	14350000	89.0663632916193
Chr01	14375000	87.5728752260398
Chr01	14400000	88.511447562777
Chr01	14425000	86.4782114437287
Chr01	14450000	86.1217423678332
Chr01	14475000	88.9480863963623
Chr01	14500000	89.5363372093023
Chr01	14525000	90.9038259038259
Chr01	14550000	91.810152284264
Chr01	14575000	86.8328804347826
Chr01	14600000	85.525736599219
Chr01	14625000	85.0878378378378
Chr01	14650000	85.1004121393781
Chr01	14675000	89.1013758146271
Chr01	14700000	90.6884892086331
Chr01	14725000	89.3192904656319
Chr01	14750000	87.4508196721311
Chr01	14775000	87.8499399759904
Chr01	14800000	87.7825103656238
Chr01	14825000	87.6272273699216
Chr01	14850000	87.6823529411765
Chr01	14875000	88.4348148148148
Chr01	14900000	88.2858783008037
Chr01	14925000	90.7251278018089
Chr01	14950000	92.2451420029895
Chr01	14975000	92.4225305583086
Chr01	15000000	91.6872455902307
Chr01	15025000	91.5427944403804
Chr01	15050000	89.5244596131968
Chr01	15075000	88.7694225176568
Chr01	15100000	90.157072054899
Chr01	15125000	90.1501300631735
Chr01	15150000	88.2825674135967
Chr01	15175000	88.4249547920434
Chr01	15200000	88.5378151260504
Chr01	15225000	88.6729936729937
Chr01	15250000	92.2846275752773
Chr01	15275000	92.3210792580101
Chr01	15300000	91.5365763089491
Chr01	15325000	91.7320556181887
Chr01	15350000	90.58953722334
Chr01	15375000	90.6143187066975
Chr01	15400000	89.2340507302075
Chr01	15425000	88.1352474499433
Chr01	15450000	88.8845191276368
Chr01	15475000	87.5103645461044
Chr01	15500000	89.4217663421419
Chr01	15525000	90.227018121911
Chr01	15550000	89.9408246773686
Chr01	15575000	90.8945599022005
Chr01	15600000	90.2390582553577
Chr01	15625000	90.5321370309951
Chr01	15650000	90.6208975217683
Chr01	15675000	91.0407255304586
Chr01	15700000	91.6022533287812
Chr01	15725000	90.7660246289864
Chr01	15750000	91.0384254920337
Chr01	15775000	87.8208333333333
Chr01	15800000	86.7035456336179
Chr01	15825000	85.8302491103203
Chr01	15850000	85.1795620437956
Chr01	15875000	86.8809005083515
Chr01	15900000	88.6509831460674
Chr01	15925000	87.420591456736
Chr01	15950000	87.251608021188
Chr01	15975000	89.3405073020753
Chr01	16000000	88.9082568807339
Chr01	16025000	89.9745731928805
Chr01	16050000	86.7377777777778
Chr01	16075000	87.0847170450695
Chr01	16100000	85.6797505502568
Chr01	16125000	87.0238489566081
Chr01	16150000	88.9215893108298
Chr01	16175000	87.4911554384644
Chr01	16200000	89.2076012907852
Chr01	16225000	88.463545389564
Chr01	16250000	89.8642720915448
Chr01	16275000	89.0934175531915
Chr01	16300000	88.2009005888466
Chr01	16325000	89.668956043956
Chr01	16350000	89.2713621737576
Chr01	16375000	91.5042455911169
Chr01	16400000	91.5713819013394
Chr01	16425000	91.3101915184678
Chr01	16450000	90.9013888888889
Chr01	16475000	90.4372294372294
Chr01	16500000	87.4424354243542
Chr01	16525000	87.3335747917421
Chr01	16550000	87.2280189711784
Chr01	16575000	84.8667417417417
Chr01	16600000	86.6194317783234
Chr01	16625000	86.4230630630631
Chr01	16650000	87.7298331015299
Chr01	16675000	90.0053951126626
Chr01	16700000	91.1478342749529
Chr01	16725000	90.9660965180208
Chr01	16750000	90.4622121310412
Chr01	16775000	90.561943620178
Chr01	16800000	90.1687874251497
Chr01	16825000	90.3560920407393
Chr01	16850000	91.1497961956522
Chr01	16875000	89.9489603024575
Chr01	16900000	90.8602941176471
Chr01	16925000	90.7103718199609
Chr01	16950000	89.8329882677709
Chr01	16975000	84.1208178438662
Chr01	17000000	79.984355701935
Chr01	17025000	80.8923321414382
Chr01	17050000	82.0843866171004
Chr01	17075000	89.1965655827548
Chr01	17100000	90.3907918968692
Chr01	17125000	89.5755369493993
Chr01	17150000	88.8955634079309
Chr01	17175000	88.7951441578149
Chr01	17200000	89.3578378378378
Chr01	17225000	89.7902621722846
Chr01	17250000	89.8394004282655
Chr01	17275000	89.6634093376764
Chr01	17300000	90.359059291156
Chr01	17325000	90.6764232872306
Chr01	17350000	91.2539575614685
Chr01	17375000	91.2564556066502
Chr01	17400000	90.6170298627926
Chr01	17425000	87.8641772671317
Chr01	17450000	87.1772203947368
Chr01	17475000	87.6322604513503
Chr01	17500000	86.989072964399
Chr01	17525000	88.9801300578035
Chr01	17550000	87.0189198486412
Chr01	17575000	86.2140266021765
Chr01	17600000	87.7849508336896
Chr01	17625000	84.9889233495791
Chr01	17650000	86.1552044609665
Chr01	17675000	87.2694422623724
Chr01	17700000	87.9821856800274
Chr01	17725000	88.977734119188
Chr01	17750000	90.5313499680102
Chr01	17775000	90.1410048622366
Chr01	17800000	89.8242343541944
Chr01	17825000	91.0941255006676
Chr01	17850000	91.0867208672087
Chr01	17875000	88.982202820685
Chr01	17900000	89.5432989690722
Chr01	17925000	89.7710027100271
Chr01	17950000	88.9919055649241
Chr01	17975000	91.3828629717783
Chr01	18000000	91.5492333901193
Chr01	18025000	91.4495628782784
Chr01	18050000	92.0630630630631
Chr01	18075000	91.9592760180995
Chr01	18100000	91.1064172847469
Chr01	18125000	87.3379043600563
Chr01	18150000	86.5879646017699
Chr01	18175000	86.0711033274956
Chr01	18200000	86.6046841731725
Chr01	18225000	90.1898089171975
Chr01	18250000	90.8988152417547
Chr01	18275000	91.4450986164263
Chr01	18300000	91.4011611030479
Chr01	18325000	91.6278929966937
Chr01	18350000	91.2354545454545
Chr01	18375000	90.5191395128124
Chr01	18400000	90.2201950298836
Chr01	18425000	89.0076775431862
Chr01	18450000	86.1989778534923
Chr01	18475000	86.9473876507125
Chr01	18500000	86.1391205458681
Chr01	18525000	87.2662090007628
Chr01	18550000	89.8328335832084
Chr01	18575000	89.4446878422782
Chr01	18600000	88.8814006024096
Chr01	18625000	83.7236533957845
Chr01	18650000	83.8818776452482
Chr01	18675000	84.2075910147173
Chr01	18700000	85.2844994201778
Chr01	18725000	90.2126105344098
Chr01	18750000	89.0700778642937
Chr01	18775000	88.8539934947597
Chr01	18800000	89.7469135802469
Chr01	18825000	89.5628487036429
Chr01	18850000	90.8314238952537
Chr01	18875000	88.6084217506631
Chr01	18900000	88.8867676102699
Chr01	18925000	88.7776324395029
Chr01	18950000	89.4184328837508
Chr01	18975000	91.8148499210111
Chr01	19000000	88.2844624199528
Chr01	19025000	88.9979674796748
Chr01	19050000	87.3796433878157
Chr01	19075000	84.4739482825164
Chr01	19100000	87.2514619883041
Chr01	19125000	86.0223506743738
Chr01	19150000	87.6263292995966
Chr01	19175000	88.5536294691224
Chr01	19200000	87.9061209162599
Chr01	19225000	85.5870944992948
Chr01	19250000	85.1242299794661
Chr01	19275000	85.9607483492296
Chr01	19300000	87.1319986426875
Chr01	19325000	90.4005651713176
Chr01	19350000	91.1110772976263
Chr01	19375000	91.3741080530071
Chr01	19400000	92.0826913199795
Chr01	19425000	91.4393861892583
Chr01	19450000	91.218721321505
Chr01	19475000	91.0506194690265
Chr01	19500000	88.7457690861226
Chr01	19525000	89.7263271162123
Chr01	19550000	88.709065354884
Chr01	19575000	88.0144177449168
Chr01	19600000	89.7611168562565
Chr01	19625000	89.6670212765957
Chr01	19650000	90.6823281907433
Chr01	19675000	90.6266837716485
Chr01	19700000	88.9628981449072
Chr01	19725000	88.9891657638136
Chr01	19750000	89.1657754010695
Chr01	19775000	89.8749101365924
Chr01	19800000	91.7025273224044
Chr01	19825000	91.0619501466276
Chr01	19850000	90.9352020385875
Chr01	19875000	90.1624026696329
Chr01	19900000	86.2492985971944
Chr01	19925000	86.4338514680484
Chr01	19950000	86.8206293706294
Chr01	19975000	86.7494415487714
Chr01	20000000	90.2111907198908
Chr01	20025000	90.6004455997029
Chr01	20050000	89.8521284540702
Chr01	20075000	90.4857828023296
Chr01	20100000	89.6834339369551
Chr01	20125000	90.5417434008594
Chr01	20150000	91.1516972063683
Chr01	20175000	91.2326274977632
Chr01	20200000	91.7560538116592
Chr01	20225000	90.4917265064003
Chr01	20250000	89.9292584548557
Chr01	20275000	89.9388198757764
Chr01	20300000	90.3787492022974
Chr01	20325000	91.5215861848417
Chr01	20350000	92.1083591331269
Chr01	20375000	92.4490664919751
Chr01	20400000	92.3769549952123
Chr01	20425000	92.5272556390977
Chr01	20450000	89.3173314507589
Chr01	20475000	89.0375939849624
Chr01	20500000	87.5979843225084
Chr01	20525000	85.5126339969372
Chr01	20550000	83.5447734570104
Chr01	20575000	82.3167144906743
Chr01	20600000	82.602962962963
Chr01	20625000	84.7338915180197
Chr01	20650000	90.4867190422746
Chr01	20675000	91.745886654479
Chr01	20700000	91.7068301225919
Chr01	20725000	91.5054328776726
Chr01	20750000	90.9378992193045
Chr01	20775000	90.2122198120029
