Chromosome	WindowPosition	Coverage
Chr01	32500000	0.000128
Chr01	32750000	0.000128
Chr01	33000000	0.000128
Chr01	33250000	0
Chr01	33500000	0
Chr01	33750000	0
Chr01	34000000	0
Chr01	34250000	0
Chr01	34500000	0
Chr01	34750000	6.5e-05
Chr01	35000000	6.5e-05
Chr01	35250000	6.5e-05
Chr01	35500000	6.5e-05
Chr01	35750000	0
Chr01	36000000	0
Chr01	36250000	0
Chr01	36500000	0
Chr01	36750000	0
Chr01	37000000	0
Chr01	37250000	0
Chr01	37500000	0
Chr01	37750000	0
Chr01	38000000	0
Chr01	38250000	0
Chr01	38500000	0
Chr01	38750000	0
Chr01	39000000	0
Chr01	39250000	0
Chr01	39500000	0
Chr01	39750000	0
Chr01	40000000	0
Chr01	40250000	0
Chr01	40500000	0
Chr01	40750000	0
Chr01	41000000	0
Chr01	41250000	0
Chr01	41500000	0
Chr01	41750000	0
Chr01	42000000	0
Chr01	42250000	0
Chr01	42500000	0
Chr01	42750000	0
Chr01	43000000	0
Chr01	43250000	0
Chr01	43500000	0
Chr01	43750000	0
Chr01	44000000	0
Chr01	44250000	0
Chr01	44500000	0
Chr01	44750000	0
Chr01	45000000	0
Chr01	45250000	0
Chr01	45500000	0
Chr01	45750000	0
Chr01	46000000	0
Chr01	46250000	0
Chr01	46500000	0
Chr01	46750000	0
Chr01	47000000	0
Chr01	47250000	0
Chr01	47500000	0
Chr01	47750000	0
Chr01	48000000	0
Chr01	48250000	0
Chr01	48500000	0.000438
Chr01	48750000	0.000438
Chr01	49000000	0.000438
Chr01	49250000	0.000438
Chr01	49500000	0
Chr01	49750000	0
Chr01	50000000	0
Chr01	50250000	0
Chr01	50500000	0
Chr01	50750000	0
Chr01	51000000	0
Chr01	51250000	0
Chr01	51500000	0
Chr01	51750000	0
Chr01	52000000	0
Chr01	52250000	0
Chr01	52500000	0
Chr01	52750000	0
Chr01	53000000	0
Chr01	53250000	0
Chr01	53500000	0
Chr01	53750000	0
Chr01	54000000	0
Chr01	54250000	0
Chr01	54500000	0
Chr01	54750000	0.000131
Chr01	55000000	0.000131
Chr01	55250000	0.000131
Chr01	55500000	0.000131
Chr01	55750000	0.000205
Chr01	56000000	0.000205
Chr01	56250000	0.000205
Chr01	56500000	0.000205
Chr01	56750000	0
Chr01	57000000	0
Chr01	57250000	0.000135
Chr01	57500000	0.000135
Chr01	57750000	0.000135
Chr01	58000000	0.000135
Chr01	58250000	0
Chr01	58500000	0
Chr01	58750000	0.000697
Chr01	59000000	0.000697
Chr01	59250000	0.000818
Chr01	59500000	0.000818
Chr01	59750000	0.000121
Chr01	60000000	0.000121
Chr01	60250000	0
Chr01	60500000	0
Chr01	60750000	0
Chr01	61000000	4.4e-05
Chr01	61250000	4.4e-05
Chr01	61500000	4.4e-05
Chr01	61750000	4.4e-05
Chr01	62000000	0
Chr01	62250000	0
Chr01	62500000	0
Chr01	62750000	0
Chr01	63000000	0.000235
Chr01	63250000	0.000235
Chr01	63500000	0.000296
Chr01	63750000	0.000296
Chr01	64000000	6.1e-05
Chr01	64250000	6.1e-05
Chr01	64500000	0.000523
Chr01	64750000	0.000675
Chr01	65000000	0.000675
Chr01	65250000	0.000675
Chr01	65500000	0.000152
Chr01	65750000	0
Chr01	66000000	0
Chr01	66250000	0
Chr01	66500000	0
Chr01	66750000	0
Chr01	67000000	0
Chr01	67250000	0
Chr01	67500000	0
Chr01	67750000	0
Chr01	68000000	0
Chr01	68250000	0
Chr01	68500000	0
Chr01	68750000	0
Chr01	69000000	0
Chr01	69250000	9.3e-05
Chr01	69500000	9.3e-05
Chr01	69750000	0.000154
Chr01	70000000	0.000154
Chr01	70250000	6.1e-05
Chr01	70500000	6.1e-05
Chr01	70750000	0
Chr01	71000000	0
Chr01	71250000	0
Chr01	71500000	0
Chr01	71750000	0
Chr01	72000000	0
Chr01	72250000	0
Chr01	72500000	0
Chr01	72750000	0
Chr01	73000000	0
Chr01	73250000	0
Chr01	73500000	0
Chr01	73750000	0
Chr01	74000000	0
Chr01	74250000	0.000245
Chr01	74500000	0.000245
Chr01	74750000	0.000245
Chr01	75000000	0.000459
Chr01	75250000	0.000214
Chr01	75500000	0.000214
Chr01	75750000	0.000214
Chr01	76000000	0
Chr01	76250000	0
Chr01	76500000	0
Chr01	76750000	0
Chr01	77000000	0
Chr01	77250000	0
Chr01	77500000	0
Chr01	77750000	0.000333
Chr01	78000000	0.000333
Chr01	78250000	0.000333
Chr01	78500000	0.000333
Chr01	78750000	0
Chr01	79000000	5.1e-05
Chr01	79250000	5.1e-05
Chr01	79500000	0.000345
Chr01	79750000	0.000345
Chr01	80000000	0.000468
Chr01	80250000	0.000697
Chr01	80500000	0.000403
Chr01	80750000	0.000403
Chr01	81000000	0.000229
Chr01	81250000	0
Chr01	81500000	0
Chr01	81750000	0
Chr01	82000000	0
Chr01	82250000	0
Chr01	82500000	0
Chr01	82750000	0.000138
Chr01	83000000	0.000138
Chr01	83250000	0.000138
Chr01	83500000	0.000138
Chr01	83750000	0.000173
Chr01	84000000	0.000173
Chr01	84250000	0.000173
Chr01	84500000	0.000229
Chr01	84750000	5.6e-05
Chr01	85000000	5.6e-05
Chr01	85250000	5.6e-05
Chr01	85500000	0
Chr01	85750000	0.00071
Chr01	86000000	0.00071
Chr01	86250000	0.00071
Chr01	86500000	0.000773
Chr01	86750000	6.3e-05
Chr01	87000000	6.3e-05
Chr01	87250000	0.000172
Chr01	87500000	0.000109
Chr01	87750000	0.000109
Chr01	88000000	0.000153
Chr01	88250000	4.4e-05
Chr01	88500000	4.4e-05
Chr01	88750000	4.4e-05
Chr01	89000000	8.5e-05
Chr01	89250000	8.5e-05
Chr01	89500000	8.5e-05
Chr01	89750000	8.5e-05
Chr01	90000000	0
Chr01	90250000	0.000405
Chr01	90500000	0.000405
Chr01	90750000	0.000736
Chr01	91000000	0.000736
Chr01	91250000	0.000331
Chr01	91500000	0.000331
Chr01	91750000	0
Chr01	92000000	0
Chr01	92250000	0.000365
Chr01	92500000	0.000365
Chr01	92750000	0.000673
Chr01	93000000	0.000766
Chr01	93250000	0.000401
Chr01	93500000	0.000529
Chr01	93750000	0.000221
Chr01	94000000	0.000231
Chr01	94250000	0.000231
Chr01	94500000	0.000216
Chr01	94750000	0.000216
Chr01	95000000	0.00036
Chr01	95250000	0.000435
Chr01	95500000	0.000322
Chr01	95750000	0.000322
Chr01	96000000	7.5e-05
Chr01	96250000	0.00021
Chr01	96500000	0.00021
Chr01	96750000	0.00021
Chr01	97000000	0.00021
Chr01	97250000	0.000217
Chr01	97500000	0.000217
Chr01	97750000	0.000316
Chr01	98000000	0.000368
Chr01	98250000	0.000191
Chr01	98500000	0.00029
Chr01	98750000	0.000191
Chr01	99000000	0.000139
Chr01	99250000	9.9e-05
Chr01	99500000	0
Chr01	99750000	0
Chr01	100000000	0
Chr01	100250000	0.000134
Chr01	100500000	0.000134
Chr01	100750000	0.000134
Chr02	500000	0
Chr02	750000	0.000114
Chr02	1000000	0.000329
Chr02	1250000	0.00037
Chr02	1500000	0.00037
Chr02	1750000	0.000256
Chr02	2000000	4.1e-05
Chr02	2250000	0
Chr02	2500000	0
Chr02	2750000	0
Chr02	3000000	9.7e-05
Chr02	3250000	0.000313
Chr02	3500000	0.000313
Chr02	3750000	0.000313
Chr02	4000000	0.000216
Chr02	4250000	0
Chr02	4500000	0
Chr02	4750000	0
Chr02	5000000	0
Chr02	5250000	0
Chr02	5500000	0
Chr02	5750000	0
Chr02	6000000	0
Chr02	6250000	0
Chr02	6500000	0
Chr02	6750000	0.000216
Chr02	7000000	0.000216
Chr02	7250000	0.000547
Chr02	7500000	0.000547
Chr02	7750000	0.000331
Chr02	8000000	0.000331
Chr02	8250000	0
Chr02	8500000	0.000739
Chr02	8750000	0.000739
Chr02	9000000	0.000907
Chr02	9250000	0.000907
Chr02	9500000	0.000168
Chr02	9750000	0.000168
Chr02	10000000	0.000377
Chr02	10250000	0.000493
Chr02	10500000	0.000493
Chr02	10750000	0.000493
Chr02	11000000	0.000288
Chr02	11250000	0.000172
Chr02	11500000	0.000172
Chr02	11750000	0.000172
Chr02	12000000	0
Chr02	12250000	0
Chr02	12500000	0
Chr02	12750000	0
Chr02	13000000	0.000569
Chr02	13250000	0.000569
Chr02	13500000	0.000872
Chr02	13750000	0.000872
Chr02	14000000	0.000398
Chr02	14250000	0.000398
Chr02	14500000	0.000131
Chr02	14750000	0.000131
Chr02	15000000	3.6e-05
Chr02	15250000	3.6e-05
Chr02	15500000	0
Chr02	15750000	0
Chr02	16000000	0
Chr02	16250000	0
Chr02	16500000	0
Chr02	16750000	0
Chr02	17000000	0
Chr02	17250000	0
Chr02	17500000	0.000321
Chr02	17750000	0.000321
Chr02	18000000	0.000321
Chr02	18250000	0.000321
Chr02	18500000	0
Chr02	18750000	0
Chr02	19000000	0
Chr02	19250000	0
Chr02	19500000	0
Chr02	19750000	0
Chr02	20000000	0
Chr02	20250000	0
Chr02	20500000	0
Chr02	20750000	0
Chr02	21000000	0
Chr02	21250000	0
Chr02	21500000	0
Chr02	21750000	0
Chr02	22000000	0
Chr02	22250000	0
Chr02	22500000	0
Chr02	22750000	0
Chr02	23000000	0
Chr02	23250000	0
Chr02	23500000	0
Chr02	23750000	0
Chr02	24000000	0
Chr02	24250000	0
Chr02	24500000	0
Chr02	24750000	0
Chr02	25000000	0
Chr02	25250000	0
Chr02	25500000	0
Chr02	25750000	0
Chr02	26000000	0.000184
Chr02	26250000	0.000184
Chr02	26500000	0.000184
Chr02	26750000	0.000184
Chr02	27000000	0
Chr02	27250000	0
Chr02	27500000	0
Chr02	27750000	0.00017
Chr02	28000000	0.00017
Chr02	28250000	0.00017
Chr02	28500000	0.00017
Chr02	28750000	0
Chr02	29000000	0
Chr02	29250000	0
Chr02	29500000	0
Chr02	29750000	0
Chr02	30000000	0
Chr02	30250000	0
Chr02	30500000	0
Chr02	30750000	0
Chr02	31000000	0
Chr02	31250000	0
Chr02	31500000	0
Chr02	31750000	0
Chr02	32000000	0
Chr02	32250000	0
Chr02	32500000	0
Chr02	32750000	0
Chr02	33000000	4.8e-05
Chr02	33250000	0.000119
Chr02	33500000	0.000119
Chr02	33750000	0.000119
Chr02	34000000	7.1e-05
Chr02	34250000	0
Chr02	34500000	0
Chr02	34750000	0
Chr02	35000000	0
Chr02	35250000	0
Chr02	35500000	0.000266
Chr02	35750000	0.000266
Chr02	36000000	0.000266
Chr02	36250000	0.000266
Chr02	36500000	0
Chr02	36750000	0
Chr02	37000000	0
Chr02	37250000	0
Chr02	37500000	0
Chr02	37750000	0
Chr02	38000000	0
Chr02	38250000	0
Chr02	38500000	0
Chr02	38750000	0
Chr02	39000000	0
Chr02	39250000	0
Chr02	39500000	0
Chr02	39750000	0
Chr02	40000000	0
Chr02	40250000	0
Chr02	40500000	0.000136
Chr02	40750000	0.000136
Chr02	41000000	0.000136
Chr02	41250000	0.000136
Chr02	41500000	0
Chr02	41750000	0
Chr02	42000000	0
Chr02	42250000	0
Chr02	42500000	0
Chr02	42750000	0.000226
Chr02	43000000	0.000226
Chr02	43250000	0.000226
Chr02	43500000	0.000226
Chr02	43750000	0
Chr02	44000000	0.000627
Chr02	44250000	0.000627
Chr02	44500000	0.000627
Chr02	44750000	0.000627
Chr02	45000000	0.000114
Chr02	45250000	0.000972
Chr02	45500000	0.001969
Chr02	45750000	0.001969
Chr02	46000000	0.001855
Chr02	46250000	0.000997
Chr02	46500000	0
Chr02	46750000	0
Chr02	47000000	0
Chr02	47250000	0
Chr02	47500000	0
Chr02	47750000	0
Chr02	48000000	0
Chr02	48250000	0
Chr02	48500000	0
Chr02	48750000	0
Chr02	49000000	0
Chr02	49250000	0
Chr02	49500000	0
Chr02	49750000	0
Chr02	50000000	0
Chr02	50250000	0
Chr02	50500000	0
Chr02	50750000	0.000131
Chr02	51000000	0.000131
Chr02	51250000	0.000131
Chr02	51500000	0.000131
Chr02	51750000	0
Chr02	52000000	0
Chr02	52250000	0
Chr02	52500000	0
Chr02	52750000	0
Chr02	53000000	0
Chr02	53250000	0
Chr02	53500000	0
Chr02	53750000	0
Chr02	54000000	5e-05
Chr02	54250000	5e-05
Chr02	54500000	5e-05
Chr02	54750000	0.000103
Chr02	55000000	5.3e-05
Chr02	55250000	5.3e-05
Chr02	55500000	5.3e-05
Chr02	55750000	0
Chr02	56000000	0
Chr02	56250000	0
Chr02	56500000	0
Chr02	56750000	0
Chr02	57000000	0
Chr02	57250000	0
Chr02	57500000	0
Chr02	57750000	0.000133
Chr02	58000000	0.000133
Chr02	58250000	0.000133
Chr02	58500000	0.000133
Chr02	58750000	0
Chr02	59000000	0
Chr02	59250000	0
Chr02	59500000	0
Chr02	59750000	0
Chr02	60000000	0
Chr02	60250000	0
Chr02	60500000	0.000215
Chr02	60750000	0.000215
Chr02	61000000	0.000215
Chr02	61250000	0.000215
Chr02	61500000	0
Chr02	61750000	0
Chr02	62000000	6.1e-05
Chr02	62250000	0.000388
Chr02	62500000	0.000388
Chr02	62750000	0.000388
Chr02	63000000	0.000327
Chr02	63250000	0
Chr02	63500000	0
Chr02	63750000	0.000249
Chr02	64000000	0.000249
Chr02	64250000	0.000249
Chr02	64500000	0.000249
Chr02	64750000	0
Chr02	65000000	0
Chr02	65250000	0
Chr02	65500000	0
Chr02	65750000	0
Chr02	66000000	0
Chr02	66250000	0
Chr02	66500000	0
Chr02	66750000	0
Chr02	67000000	0
Chr02	67250000	0
Chr02	67500000	0
Chr02	67750000	0
Chr02	68000000	0.000226
Chr02	68250000	0.000226
Chr02	68500000	0.000226
Chr02	68750000	0.000302
Chr02	69000000	7.6e-05
Chr02	69250000	7.6e-05
Chr02	69500000	7.6e-05
Chr02	69750000	0
Chr02	70000000	0
Chr02	70250000	0
Chr02	70500000	0
Chr02	70750000	0
Chr02	71000000	0
Chr02	71250000	0
Chr02	71500000	0
Chr02	71750000	6.6e-05
Chr02	72000000	0.000541
Chr02	72250000	0.000541
Chr02	72500000	0.000541
Chr02	72750000	0.000475
Chr02	73000000	0
Chr02	73250000	0.000447
Chr02	73500000	0.000447
Chr02	73750000	0.000447
Chr02	74000000	0.000447
Chr02	74250000	0.0001
Chr02	74500000	0.0001
Chr02	74750000	0.0001
Chr02	75000000	0.000234
Chr02	75250000	0.000854
Chr02	75500000	0.000854
Chr02	75750000	0.000854
Chr02	76000000	0.000779
Chr02	76250000	5.9e-05
Chr02	76500000	0.000714
Chr02	76750000	0.000714
Chr02	77000000	0.000655
Chr02	77250000	0.000655
Chr02	77500000	0
Chr02	77750000	0
Chr02	78000000	0
Chr02	78250000	0
Chr02	78500000	0.000646
Chr02	78750000	0.000646
Chr02	79000000	0.000765
Chr02	79250000	0.001416
Chr02	79500000	0.001085
Chr02	79750000	0.001085
Chr02	80000000	0.000966
Chr02	80250000	0.000315
Chr02	80500000	0
Chr02	80750000	0
Chr02	81000000	0
Chr02	81250000	0
Chr02	81500000	0.000431
Chr02	81750000	0.000431
Chr02	82000000	0.000431
Chr02	82250000	0.000431
Chr02	82500000	9.3e-05
Chr02	82750000	9.3e-05
Chr02	83000000	9.3e-05
Chr02	83250000	9.3e-05
Chr02	83500000	5.9e-05
Chr02	83750000	5.9e-05
Chr02	84000000	5.9e-05
Chr02	84250000	5.9e-05
Chr02	84500000	0
Chr02	84750000	0
Chr02	85000000	0
Chr02	85250000	0
Chr02	85500000	0.000146
Chr02	85750000	0.000146
Chr02	86000000	0.002314
Chr02	86250000	0.002314
Chr02	86500000	0.002274
Chr02	86750000	0.002274
Chr02	87000000	0.000106
Chr02	87250000	0.000106
Chr02	87500000	0
Chr02	87750000	6.4e-05
Chr02	88000000	6.4e-05
Chr02	88250000	6.4e-05
Chr02	88500000	0.000344
Chr02	88750000	0.00028
Chr02	89000000	0.000375
Chr02	89250000	0.000875
Chr02	89500000	0.000999
Chr02	89750000	0.000999
Chr02	90000000	0.000904
Chr02	90250000	0.000404
Chr02	90500000	0
Chr02	90750000	0.000314
Chr02	91000000	0.000314
Chr02	91250000	0.000417
Chr02	91500000	0.00047
Chr02	91750000	0.000156
Chr02	92000000	0.000156
Chr02	92250000	5.3e-05
Chr02	92500000	0
Chr02	92750000	0
Chr02	93000000	0
Chr02	93250000	0
Chr02	93500000	0.000198
Chr02	93750000	0.000567
Chr02	94000000	0.000717
Chr02	94250000	0.000774
Chr02	94500000	0.000576
Chr02	94750000	0.000676
Chr02	95000000	0.000618
Chr02	95250000	0.000561
Chr02	95500000	0.000561
Chr02	95750000	9.2e-05
Chr02	96000000	6.9e-05
Chr02	96250000	0.000112
Chr02	96500000	0.000112
Chr02	96750000	0.000413
Chr02	97000000	0.000344
Chr02	97250000	0.000435
Chr02	97500000	0.000435
Chr02	97750000	0.000134
Chr02	98000000	0.000325
Chr02	98250000	0.000248
Chr02	98500000	0.000641
Chr02	98750000	0.000641
Chr02	99000000	0.00045
Chr02	99250000	0.000393
Chr02	99500000	0
Chr02	99750000	0
Chr02	100000000	0.000238
Chr03	500000	0.000143
Chr03	750000	0.000143
Chr03	1000000	0.00047
Chr03	1250000	0.000611
Chr03	1500000	0.000468
Chr03	1750000	0.000468
Chr03	2000000	0.000141
Chr03	2250000	0
Chr03	2500000	0
Chr03	2750000	9.5e-05
Chr03	3000000	0.000158
Chr03	3250000	0.000158
Chr03	3500000	0.000158
Chr03	3750000	6.3e-05
Chr03	4000000	0
Chr03	4250000	0.000177
Chr03	4500000	0.000177
Chr03	4750000	0.000177
Chr03	5000000	0.000177
Chr03	5250000	0.000261
Chr03	5500000	0.000261
Chr03	5750000	0.000261
Chr03	6000000	0.000261
Chr03	6250000	0
Chr03	6500000	0
Chr03	6750000	0
Chr03	7000000	0.000139
Chr03	7250000	0.000187
Chr03	7500000	0.000187
Chr03	7750000	0.000365
Chr03	8000000	0.000226
Chr03	8250000	0.000178
Chr03	8500000	0.000178
Chr03	8750000	0.000334
Chr03	9000000	0.000555
Chr03	9250000	0.000555
Chr03	9500000	0.000555
Chr03	9750000	0.000221
Chr03	10000000	0
Chr03	10250000	0.000193
Chr03	10500000	0.000193
Chr03	10750000	0.000524
Chr03	11000000	0.000524
Chr03	11250000	0.000526
Chr03	11500000	0.000672
Chr03	11750000	0.00048
Chr03	12000000	0.000654
Chr03	12250000	0.000459
Chr03	12500000	0.000313
Chr03	12750000	0.000174
Chr03	13000000	0
Chr03	13250000	0
Chr03	13500000	0
Chr03	13750000	0
Chr03	14000000	0.000249
Chr03	14250000	0.000249
Chr03	14500000	0.000249
Chr03	14750000	0.000432
Chr03	15000000	0.000183
Chr03	15250000	0.000183
Chr03	15500000	0.000183
Chr03	15750000	0.000177
Chr03	16000000	0.000374
Chr03	16250000	0.000502
Chr03	16500000	0.000502
Chr03	16750000	0.000325
Chr03	17000000	0.000527
Chr03	17250000	0.000399
Chr03	17500000	0.000399
Chr03	17750000	0.000556
Chr03	18000000	0.000157
Chr03	18250000	0.000157
Chr03	18500000	0.000157
Chr03	18750000	0.003068
Chr03	19000000	0.003068
Chr03	19250000	0.00336
Chr03	19500000	0.00336
Chr03	19750000	0.000292
Chr03	20000000	0.000292
Chr03	20250000	0.000287
Chr03	20500000	0.001595
Chr03	20750000	0.001595
Chr03	21000000	0.001595
Chr03	21250000	0.001392
Chr03	21500000	8.4e-05
Chr03	21750000	8.4e-05
Chr03	22000000	0.000262
Chr03	22250000	0.000178
Chr03	22500000	0.000299
Chr03	22750000	0.000299
Chr03	23000000	0.000121
Chr03	23250000	0.000121
Chr03	23500000	0
Chr03	23750000	0
Chr03	24000000	0
Chr03	24250000	0
Chr03	24500000	0
Chr03	24750000	0
Chr03	25000000	0
Chr03	25250000	0
Chr03	25500000	0
Chr03	25750000	0
Chr03	26000000	0.000286
Chr03	26250000	0.000286
Chr03	26500000	0.000286
Chr03	26750000	0.000286
Chr03	27000000	0
Chr03	27250000	0.000171
Chr03	27500000	0.000249
Chr03	27750000	0.000249
Chr03	28000000	0.000299
Chr03	28250000	0.000128
Chr03	28500000	5e-05
Chr03	28750000	5e-05
Chr03	29000000	0
Chr03	29250000	0
Chr03	29500000	0
Chr03	29750000	0
Chr03	30000000	0
Chr03	30250000	0
Chr03	30500000	0
Chr03	30750000	0
Chr03	31000000	0
Chr03	31250000	0
Chr03	31500000	0
Chr03	31750000	0
Chr03	32000000	0
Chr03	32250000	0
Chr03	32500000	0
Chr03	32750000	0
Chr03	33000000	0
Chr03	33250000	7.8e-05
Chr03	33500000	7.8e-05
Chr03	33750000	7.8e-05
Chr03	34000000	7.8e-05
Chr03	34250000	0
Chr03	34500000	0
Chr03	34750000	0
Chr03	35000000	0.00013
Chr03	35250000	0.00013
Chr03	35500000	0.00013
Chr03	35750000	0.00013
Chr03	36000000	0
Chr03	36250000	0
Chr03	36500000	0
Chr03	36750000	0
Chr03	37000000	0
Chr03	37250000	0
Chr03	37500000	0
Chr03	37750000	0
Chr03	38000000	0
Chr03	38250000	0
Chr03	38500000	0
Chr03	38750000	0
Chr03	39000000	0
Chr03	39250000	0
Chr03	39500000	0.000138
Chr03	39750000	0.000138
Chr03	40000000	0.000138
Chr03	40250000	0.000138
Chr03	40500000	0
Chr03	40750000	0
Chr03	41000000	0
Chr03	41250000	0
Chr03	41500000	0
Chr03	41750000	0
Chr03	42000000	0
Chr03	42250000	0
Chr03	42500000	0
Chr03	42750000	0
Chr03	43000000	0
Chr03	43250000	0
Chr03	43500000	0
Chr03	43750000	0
Chr03	44000000	0
Chr03	44250000	0.000401
Chr03	44500000	0.000401
Chr03	44750000	0.000401
Chr03	45000000	0.000401
Chr03	45250000	0
Chr03	45500000	0
Chr03	45750000	0
Chr03	46000000	0
Chr03	46250000	0
Chr03	46500000	0
Chr03	46750000	0
Chr03	47000000	0.000437
Chr03	47250000	0.000437
Chr03	47500000	0.000437
Chr03	47750000	0.000437
Chr03	48000000	0
Chr03	48250000	0
Chr03	48500000	0
Chr03	48750000	5.1e-05
Chr03	49000000	0.013319
Chr03	49250000	0.015664
Chr03	49500000	0.015664
Chr03	49750000	0.015704
Chr03	50000000	0.002436
Chr03	50250000	9.1e-05
Chr03	50500000	9.1e-05
Chr03	50750000	0
Chr03	51000000	0
Chr03	51250000	0
Chr03	51500000	0
Chr03	51750000	0
Chr03	52000000	0
Chr03	52250000	6.1e-05
Chr03	52500000	6.1e-05
Chr03	52750000	6.1e-05
Chr03	53000000	6.1e-05
Chr03	53250000	0
Chr03	53500000	0
Chr03	53750000	0
Chr03	54000000	0
Chr03	54250000	0
Chr03	54500000	0
Chr03	54750000	0
Chr03	55000000	0
Chr03	55250000	0
Chr03	55500000	0
Chr03	55750000	0
Chr03	56000000	0
Chr03	56250000	0
Chr03	56500000	0
Chr03	56750000	0.000101
Chr03	57000000	0.000101
Chr03	57250000	0.000101
Chr03	57500000	0.000101
Chr03	57750000	0
Chr03	58000000	0
Chr03	58250000	0
Chr03	58500000	0.000181
Chr03	58750000	0.000181
Chr03	59000000	0.000181
Chr03	59250000	0.000181
Chr03	59500000	0
Chr03	59750000	0
Chr03	60000000	0
Chr03	60250000	0
Chr03	60500000	0.000182
Chr03	60750000	0.000182
Chr03	61000000	0.000182
Chr03	61250000	0.000182
Chr03	61500000	0.000247
Chr03	61750000	0.000247
Chr03	62000000	0.000247
Chr03	62250000	0.000247
Chr03	62500000	0
Chr03	62750000	0.000326
Chr03	63000000	0.000326
Chr03	63250000	0.000326
Chr03	63500000	0.000457
Chr03	63750000	0.000131
Chr03	64000000	0.000131
Chr03	64250000	0.000261
Chr03	64500000	0.000246
Chr03	64750000	0.000246
Chr03	65000000	0.000807
Chr03	65250000	0.00086
Chr03	65500000	0.000744
Chr03	65750000	0.000744
Chr03	66000000	0.000183
Chr03	66250000	0.000123
Chr03	66500000	0.000123
Chr03	66750000	0.000123
Chr03	67000000	0.000123
Chr03	67250000	0.000461
Chr03	67500000	0.000461
Chr03	67750000	0.000629
Chr03	68000000	0.000629
Chr03	68250000	0.000168
Chr03	68500000	0.000393
Chr03	68750000	0.000225
Chr03	69000000	0.000225
Chr03	69250000	0.000225
Chr03	69500000	0
Chr03	69750000	0.000109
Chr03	70000000	0.000109
Chr03	70250000	0.000109
Chr03	70500000	0.000109
Chr03	70750000	0.000162
Chr03	71000000	0.000162
Chr03	71250000	0.000253
Chr03	71500000	0.000253
Chr03	71750000	9.1e-05
Chr03	72000000	9.1e-05
Chr03	72250000	0
Chr03	72500000	0
Chr03	72750000	0
Chr03	73000000	0
Chr03	73250000	0
